ID,Straßenname,benannt nach [WD],Geschlecht,Geburtsort,Sterbeort,Beruf [WD],Geburtsjahr,Todesjahr,Wirkungsbereich,Tätigkeitsfeld,Tätigkeitsfeld II,Verbindung,Partei,Sonstiges
1725,Zeunerstraße,Gustav Anton Zeuner,männlich,Chemnitz,Dresden,"Ingenieur, Wissenschaftler",1828,1907,lokal,wissenschaftlich,Ingenieur,,,
1756,Thormeyerstraße,Gottlob Friedrich Thormeyer,männlich,Dresden,Dresden,Architekt,1775,1842,lokal,kulturell,Architekt,,,
1822,Jorge-Gomondai-Platz,Jorge Gomondai,männlich,Chimoio,Dresden,,1962,1991,lokal,politisch,Sonstige,,,
1377,Agneshöhe,Agnes Hottenroth,weiblich,,,,,,lokal,kulturell,Ehefrau,,,
1757,Schurichtstraße,Christian Friedrich Schuricht,männlich,Dresden,Dresden,"Druckgrafiker, Zeichner, Landschaftsarchitekt, Architekt",1753,1832,lokal,kulturell,Architekt,,,
1839,Lehnertstraße,Theodor Lehnert,männlich,Dresden,Loschwitz,Architekt,1828,1910,lokal,kulturell,Architekt,,,
1582,Hermann-Krone-Straße,Hermann Krone,männlich,Breslau,Laubegast,"Hochschullehrer, Chemiker, Fotograf",1827,1916,lokal,kulturell,Fotograf,,,
1471,Thäterstraße,Julius Thaeter,männlich,Dresden,München,"Zeichner, Grafiker, bildender Künstler, Kupferstecher, Hochschullehrer, Graveur",1804,1870,lokal,kulturell,Bildender Künstler,,,
1682,Hermann-Seidel-Straße,Hermann Seidel,männlich,Dresden,Dresden,"Handelsgärtner, Botaniker, Gärtner",1833,1896,lokal,kulturell,Gärtner,,,
1507,Hans-Grundig-Straße,Hans Grundig,männlich,Dresden,Dresden,"Grafiker, Hochschullehrer, Maler",1901,1958,lokal,kulturell,Bildender Künstler,,,
1259,Dessauerstraße,Leopold I.,männlich,Dessau,Dessau,Kunstsammler,1676,1747,national,militärisch,General,Monarchie,,
875,Louis-Braille-Straße,Louis Braille,männlich,Coupvray,Paris,"Organist, Erfinder",1809,1852,international,ökonomisch,Sonstige,,,
1514,Albert-Richter-Straße,Albert Richter,männlich,Dresden,Langebrück,"Tiermaler, Maler",1845,1898,lokal,kulturell,Bildender Künstler,,,
1521,Oehmestraße,Ernst Erwin Oehme,männlich,Dresden,Blasewitz,"Zeichner, Maler",1831,1907,lokal,kulturell,Bildender Künstler,,,
1814,Coselweg,Friedrich August Cosel,männlich,Dresden,Zabór,Offizier,1712,1770,lokal,militärisch,General,,,
1071,Liebigstraße,Justus von Liebig,männlich,Darmstadt,München,"Agronom, Hochschullehrer, Chemiker, Erfinder, Schriftsteller",1803,1873,national,wissenschaftlich,Naturwissenschaftler,,,
1690,Hallwachsstraße,Wilhelm Hallwachs,männlich,Darmstadt,Dresden,"Hochschullehrer, Physiker",1859,1922,lokal,wissenschaftlich,Naturwissenschaftler,,,
1216,Olbrichtplatz,Friedrich Olbricht,männlich,Leisnig,Berlin,"Widerstandskämpfer, Offizier, Militär",1888,1944,lokal,militärisch,General,NS-Widerstand,,
1554,Henzestraße,Robert Henze,männlich,Dresden,Dresden,Bildhauer,1827,1906,lokal,kulturell,Bildender Künstler,,,
1567,Cauerstraße,Emil Cauer der Ältere,männlich,Dresden,Bad Kreuznach,Bildhauer,1800,1867,lokal,kulturell,Bildender Künstler,,,
1595,Hottenrothstraße,Woldemar Hottenroth,männlich,Dresden,Dresden,Maler,1802,1894,lokal,kulturell,Bildender Künstler,,,
1608,Erich-Ockert-Weg,Erich Ockert,männlich,Dresden,Weixdorf,Maler,1889,1953,lokal,kulturell,Bildender Künstler,,,
1612,Franz-Rädlein-Weg,Franz Rädlein,männlich,Dresden,,Bildhauer,1890,1966,lokal,kulturell,Bildender Künstler,,,
1717,Moreauweg,Jean-Victor Moreau,männlich,Morlaix,Louny,"Befehlshaber, Offizier, Militär",1763,1813,lokal,militärisch,General,Koalitionskriege,,
1390,Moritzstraße,Carl Moritz Claus,männlich,,,,1842,1908,lokal,ökonomisch,Grundbesitzer,,,
1397,An der Pikardie,Picard,männlich,,,,,,lokal,ökonomisch,Grundbesitzer,,,
1366,Haufes Berg,,,,,,,,lokal,ökonomisch,Grundbesitzer,,,
1666,Marie-Simon-Straße,Marie Simon,weiblich,Doberschau,Loschwitz,"Gesundheits- und Krankenpfleger, Militär",1824,1877,lokal,ökonomisch,Sonstige,,,
1367,Hempelweg,,,,,,,,lokal,ökonomisch,Grundbesitzer,,,
1371,Herltstraße,A. Herlt,,,,,,,lokal,ökonomisch,Grundbesitzer,,,
1490,Rittershausstraße,Trajan Rittershaus,männlich,Dortmund,Dresden,"Hochschullehrer, Ingenieur",1843,1899,lokal,wissenschaftlich,Ingenieur,,,
1687,Rugestraße,Sophus Ruge,männlich,Dorum,Klotzsche,"Ethnologe, Hochschullehrer, Geograph, Historiker",1831,1903,lokal,wissenschaftlich,Naturwissenschaftler,,,
3126,Fehrmannweg,Adolf Fehrmann,männlich,,,,,,lokal,ökonomisch,Grundbesitzer,,,
1134,Bischof-Benno-Weg,Benno von Meißen,männlich,Hildesheim,Meißen,katholischer Priester,1010,1106,regional,religiös,Heiliger,katholisch,,
1695,Henriette-Heber-Straße,Henriette Heber,weiblich,Dresden,Dresden,Rekrutierer,1795,1869,lokal,administrativ,Sonstige,,,
1338,Floriangasse,Florian von Lorch,männlich,Lauriacum,Lorch,Verwaltungsleiter,,304,international,religiös,Heiliger,,,
1328,Hubertusstraße,Hubertus von Lüttich,männlich,Toulouse,Tervuren,"katholischer Bischof, katholischer Priester",655,727,international,religiös,Heiliger,katholisch,,
1332,Hubertusplatz,Hubertus von Lüttich,männlich,Toulouse,Tervuren,"katholischer Bischof, katholischer Priester",655,727,international,religiös,Heiliger,katholisch,,
1675,Schaberschulstraße,Max Schaberschul,männlich,Dresden,Langebrück,"Zeichner, Karikaturist, Maler",1875,1940,lokal,kulturell,Bildender Künstler,,,
1686,Rudolf-Trache-Straße,Rudolf Trache,männlich,Dresden,Langebrück,"Tiermaler, Kriegsmaler, Maler",1866,1948,lokal,kulturell,Bildender Künstler,,,
1707,Robert-Sterl-Straße,Robert Sterl,männlich,Dresden,Struppen,"Landschaftsmaler, Genremaler, bildender Künstler, Grafiker, Hochschullehrer, Maler, Illustrator",1867,1932,lokal,kulturell,Bildender Künstler,,,
1719,Albert-Venus-Weg,Franz Albert Venus,männlich,Dresden,Dresden,"Zeichner, Landschaftsmaler, Genremaler, Maler",1842,1871,lokal,kulturell,Bildender Künstler,,,
1739,Conrad-Felixmüller-Straße,Conrad Felixmüller,männlich,Dresden,Zehlendorf,"Druckgrafiker, Maler, Illustrator",1897,1977,lokal,kulturell,Bildender Künstler,,,
1746,Oskar-Seyffert-Straße,Oskar Seyffert,männlich,Dresden,Dresden,"Volkskundler, Ethnologe, Maler, Hochschullehrer, Illustrator",1862,1940,lokal,kulturell,Bildender Künstler,,,
1853,Hochmannweg,Franz Hochmann,männlich,Dresden,,Maler,1861,1935,lokal,kulturell,Bildender Künstler,,,
1462,Etha-Richter-Straße,Etha Richter,weiblich,Dresden,Dresden,"Hochschullehrer, Bildhauer, Maler",1883,1977,lokal,kulturell,Bildender Künstler,,,
1572,Mathildenstraße,Mathilde von Sachsen,weiblich,Dresden,Dresden,Künstler,1863,1933,lokal,kulturell,Bildender Künstler,,,
1574,Heinrichstraße,Heinrich der Fromme,männlich,Dresden,Dresden,Herrscher,1473,1541,lokal,politisch,Herzog,Monarchie,,
943,Ferdinandplatz,Ferdinand IV.,männlich,Florenz,Salzburg,Politiker,1835,1908,lokal,politisch,Herzog,Monarchie,,
944,Ferdinandstraße,Ferdinand IV.,männlich,Florenz,Salzburg,Politiker,1835,1908,lokal,politisch,Herzog,Monarchie,,
982,Albrechtshöhe,Albrecht der Beherzte,männlich,Grimma,Emden,Politiker,1443,1500,lokal,politisch,Herzog,Monarchie,,
1479,Nieritzstraße,Karl Gustav Nieritz,männlich,Dresden,Dresden,"Lehrer, Schriftsteller",1795,1876,lokal,kulturell,Schriftsteller,,,
1652,Ludwig-Renn-Allee,Ludwig Renn,männlich,Dresden,Berlin,"Esperantist, Historiker, Politiker, Schriftsteller",1889,1979,lokal,kulturell,Schriftsteller,,,
1683,Pochmannstraße,Traugott Leberecht Pochmann,männlich,Dresden,Dresden,Maler,1762,1830,lokal,kulturell,Schriftsteller,,,
1734,Stollestraße,Ferdinand Stolle,männlich,Dresden,Dresden,"Verleger, Journalist, Schriftsteller",1806,1872,lokal,kulturell,Schriftsteller,,,
1742,Erich-Kästner-Straße,Erich Kästner,männlich,Dresden,München,"Kabarettist, Publizist, Kinderbuchautor, Journalist, Romancier, Musiker, Dramatiker, Dichter, Schriftsteller, Drehbuchautor",1899,1974,lokal,kulturell,Schriftsteller,,,
1745,Martin-Raschke-Straße,Martin Raschke,männlich,Dresden,Newel,Schriftsteller,1905,1943,lokal,kulturell,Schriftsteller,,,
1856,Judeichstraße,Helene Judeich,weiblich,Dresden,Dresden,"Science-Fiction-Schriftsteller, Schriftsteller",1863,1951,lokal,kulturell,Schriftsteller,,,
1778,Georgenstraße,Georg der Bärtige,männlich,Meißen,Dresden,Politiker,1471,1539,lokal,politisch,Herzog,Monarchie,,
888,Stephanienstraße,Stéphanie de Beauharnais,weiblich,Versailles,Nizza,"Salonnière, Aristokrat, Souverän",1789,1860,international,politisch,Herzog,Monarchie,,
889,Stephanienplatz,Stéphanie de Beauharnais,weiblich,Versailles,Nizza,"Salonnière, Aristokrat, Souverän",1789,1860,international,politisch,Herzog,Monarchie,,
1033,Katharinenstraße,Katharina zu Mecklenburg,weiblich,,Torgau,"Herrscher, Schriftsteller",1487,1561,lokal,politisch,Herzog,Monarchie,,
1126,Bernard-Shaw-Straße,George Bernard Shaw,männlich,Dublin,Ayot Saint Lawrence,Dramatiker,1856,1950,international,kulturell,Schriftsteller,,,
1016,Heinrich-Heine-Straße (LB),Heinrich Heine,männlich,Düsseldorf,Paris,"Essayist, Publizist, Journalist, Literaturkritiker, Dichterjurist, Dichter, Schriftsteller",1797,1856,national,kulturell,Schriftsteller,,,
1186,Heinrich-Heine-Straße,Heinrich Heine,männlich,Düsseldorf,Paris,"Essayist, Literaturkritiker, Publizist, Journalist, Dichterjurist, Dichter, Schriftsteller",1797,1856,national,kulturell,Schriftsteller,,,
1630,Otto-Ludwig-Straße,Otto Ludwig,männlich,Eisfeld,Dresden,"Dramatiker, Dichter, Schriftsteller",1813,1865,lokal,kulturell,Schriftsteller,,,
978,Kurt-Tucholsky-Straße,Kurt Tucholsky,männlich,Berlin,Göteborg,"Satiriker, Prosaist, Journalist, Dichterjurist, Dramatiker, Jurist, Dichter, Schriftsteller",1890,1935,national,kulturell,Journalist,,,
1804,Karl-Schmidt-Weg,Karl Schmidt,männlich,Erfurt,Dresden,"Volkskundler, Architekt",1853,1922,lokal,kulturell,Architekt,,,
999,Lönsstraße,Hermann Löns,männlich,Chełmno,Loivre,"Journalist, Dichter, Schriftsteller, Drehbuchautor",1866,1914,national,kulturell,Journalist,,,
1024,Hermann-Löns-Straße,Hermann Löns,männlich,Chełmno,Loivre,"Journalist, Dichter, Schriftsteller, Drehbuchautor",1866,1914,national,kulturell,Journalist,,,
1797,Kurt-Exner-Weg,Ernst Kurt Exner,männlich,Dresden,Dresden,Schriftsteller,1904,1986,lokal,kulturell,Journalist,,,
1079,Richard-Rösch-Straße,Richard Rösch,männlich,Frankenberg/Sa.,Cunewalde,Journalist,1874,1936,lokal,kulturell,Journalist,"Sozialdemokratie, NS-Verfolgte",SPD,
1577,Böhmertstraße,Viktor Böhmert,männlich,Leipzig,Dresden,"Statistiker, Hochschullehrer, Journalist, Wirtschaftswissenschaftler",1829,1918,lokal,kulturell,Journalist,,,
1722,Viktor-Böhmert-Weg,Viktor Böhmert,männlich,Leipzig,Dresden,"Statistiker, Journalist, Hochschullehrer, Wirtschaftswissenschaftler",1829,1918,lokal,kulturell,Journalist,,,
910,Agnes-Smedley-Straße,Agnes Smedley,weiblich,Osgood,London,"Frauenrechtler, Journalist, Schriftsteller",1892,1950,international,kulturell,Journalist,,,
1047,Franz-Mehring-Straße,Franz Mehring,männlich,Sławno,Berlin,"Philologe, Publizist, Journalist, Historiker, Dramatiker, Politiker",1846,1919,regional,kulturell,Journalist,"National-Liberalismus, Sozialdemokratie, Sozialismus/Kommunismus","SPD, KPD",
1449,Güntzstraße,Justus Friedrich Güntz,männlich,Wurzen,Dresden,Verleger,1801,1875,lokal,kulturell,Journalist,,,
996,Barbarossaplatz,Friedrich I.,männlich,Hagenau,Göksu,Politiker,1122,1190,national,politisch,Kaiser,Monarchie,,
1520,Johann-Meyer-Straße,Johann Meyer,männlich,Hannover,Dresden,"Mäzen, Unternehmer",1800,1887,lokal,ökonomisch,Kaufmann,,,
1107,Wilhelm-Raabe-Straße,Wilhelm Raabe,männlich,Eschershausen,Braunschweig,"Romancier, Maler, Schriftsteller",1831,1910,national,kulturell,Schriftsteller,,,
1653,Wunderlichstraße,Arthur Bruno Wunderlich,männlich,Reichenbach im Vogtland,Loschwitz,"Generalkonsul, Kaufmann",1848,1909,lokal,ökonomisch,Kaufmann,,,
1083,Kleiststraße,Heinrich von Kleist,männlich,Frankfurt (Oder),Kleiner Wannsee,"Romancier, Kurzgeschichtenautor, Publizist, Dichterjurist, Dramatiker, Dichter, Schriftsteller",1777,1811,lokal,kulturell,Schriftsteller,,,
863,Goetheallee,Johann Wolfgang von Goethe,männlich,Frankfurt am Main,Weimar,"Autobiograf, Tagebuchschreiber, Mineraloge, Romancier, Kunsthistoriker, Kunsttheoretiker, Literat, Kunstkritiker, Philosoph, bildender Künstler, Librettist, Aphoristiker, Reiseschriftsteller, Musikkritiker, Theaterleiter, Botaniker, Theologe, Staatsmann, Maler, Zoologe, Universalgelehrter, Dramatiker, Diplomat, Jurist, Physiker, Bibliothekar, Dichter, Komponist, Politiker, Rechtsanwalt, Schriftsteller",1749,1832,regional,kulturell,Schriftsteller,,,
941,Goethestraße,Johann Wolfgang von Goethe,männlich,Frankfurt am Main,Weimar,"Tagebuchschreiber, Autobiograf, Kunsttheoretiker, Librettist, Literat, Mineraloge, Romancier, bildender Künstler, Kunsthistoriker, Philosoph, Kunstkritiker, Botaniker, Aphoristiker, Reiseschriftsteller, Theologe, Theaterleiter, Maler, Musikkritiker, Universalgelehrter, Dramatiker, Zoologe, Staatsmann, Bibliothekar, Jurist, Diplomat, Physiker, Politiker, Dichter, Rechtsanwalt, Schriftsteller, Komponist",1749,1832,regional,kulturell,Schriftsteller,,,
1125,Goethestraße (LB),Johann Wolfgang von Goethe,männlich,Frankfurt am Main,Weimar,"Autobiograf, Tagebuchschreiber, Kunsttheoretiker, Mineraloge, Librettist, Literat, Philosoph, Aphoristiker, Reiseschriftsteller, Kunstkritiker, Romancier, bildender Künstler, Botaniker, Kunsthistoriker, Theaterleiter, Theologe, Musikkritiker, Maler, Staatsmann, Diplomat, Universalgelehrter, Zoologe, Physiker, Jurist, Dramatiker, Bibliothekar, Politiker, Dichter, Rechtsanwalt, Schriftsteller, Komponist",1749,1832,regional,kulturell,Schriftsteller,,,
1262,Paul-Wiegler-Straße,Paul Wiegler,männlich,Frankfurt am Main,Berlin,"Journalist, Übersetzer, Schriftsteller",1878,1949,national,kulturell,Schriftsteller,,,
1162,Bettinastraße,Bettina von Arnim,weiblich,Frankfurt am Main,Berlin,"Romancier, Salonnière, Illustrator, Sänger, Komponist, Schriftsteller",1785,1859,national,kulturell,Schriftsteller,,,
1657,Leonhardistraße,Eduard Leonhardi,männlich,Freiberg,Dresden,Maler,1828,1905,lokal,kulturell,Bildender Künstler,,,
1578,Ludwig-Richter-Straße,Ludwig Richter,männlich,Friedrichstadt,Dresden,"Autobiograf, Radierer, Zeichner, Grafiker, Hochschullehrer, Maler, Illustrator",1803,1884,lokal,kulturell,Bildender Künstler,,,
1584,Krügerstraße,Carl Reinhard Krüger,männlich,Dresden,Dresden,"Medailleur, Graveur",1794,1879,lokal,kulturell,Sonstige,,,
1677,Eva-Büttner-Straße,Eva Büttner,weiblich,Dresden,Kamenz,Publizist,1886,1969,lokal,kulturell,Sonstige,,,
1617,George-Bähr-Straße,George Bähr,männlich,Fürstenwalde,Dresden,Architekt,1666,1738,lokal,kulturell,Architekt,,,
1664,Tiedgestraße,Christoph August Tiedge,männlich,Gardelegen,Dresden,"Dichterjurist, Dichter, Schriftsteller",1752,1841,lokal,kulturell,Schriftsteller,,,
1609,Ewald-Schönberg-Straße,Ewald Schönberg,männlich,Geising,Dresden,Maler,1882,1949,lokal,kulturell,Bildender Künstler,,,
1732,Wilhelm-Lachnit-Straße,Wilhelm Lachnit,männlich,Gittersee,Dresden,"Zeichner, Grafiker, Maler",1899,1962,lokal,kulturell,Bildender Künstler,,,
1440,Caspar-David-Friedrich-Straße,Caspar David Friedrich,männlich,Greifswald,Dresden,"Aquarellist, Landschaftsmaler, Bauzeichner, Zeichner, Druckgrafiker, Bildhauer, Maler",1774,1840,lokal,kulturell,Bildender Künstler,,,
1549,Melitta-Bentz-Straße,Melitta Bentz,weiblich,Dresden,Holzhausen,Unternehmer,1873,1950,lokal,ökonomisch,Erfinder,,,
1543,Kunzstraße,Karl Theodor Kunz,männlich,Dresden,Dresden,"Eisenbahningenieur, Ingenieur",1791,1863,lokal,ökonomisch,Ingenieur,,,
1792,Bobestraße,Friedrich Hermann Bobe,männlich,Dresden,,"Steingutbesitzer, Vereinsgründer",1860,1925,lokal,ökonomisch,Sonstige,,,
1309,Rosa-Steinhart-Straße,Rosa Steinhart,weiblich,Tachov,KZ Auschwitz,,1885,1943,lokal,ökonomisch,Kaufmann,,,
1319,Calberlastraße,Gustav Moritz Calberla,männlich,,,Kaufmann,1809,1906,lokal,ökonomisch,Kaufmann,,,
1768,Hepkeplatz,Bernhard Hepke,männlich,,,"Kaufmann, Stifter",1837,1916,lokal,ökonomisch,Kaufmann,,,
1781,Traubestraße,Joseph Traube,männlich,,,"Stifter, Kaufmann",,1886,lokal,ökonomisch,Kaufmann,,,
1444,Augustusbrücke,August der Starke,männlich,Dresden,Warschau,"Kunstsammler, Politiker",1670,1733,lokal,politisch,König,Monarchie,,
1445,Augustusstraße,August der Starke,männlich,Dresden,Warschau,"Kunstsammler, Politiker",1670,1733,lokal,politisch,König,Monarchie,,
1447,Albertplatz,Albert von Sachsen,männlich,Dresden,Szczodre,Politiker,1828,1902,lokal,politisch,König,Monarchie,,
1456,Antonstraße,Anton von Sachsen,männlich,Dresden,Pillnitz,"Kunstsammler, Monarch",1755,1836,lokal,politisch,König,Monarchie,,
1465,Friedrichstraße,Friedrich August I.,männlich,Dresden,Dresden,,1750,1827,lokal,politisch,König,Monarchie,,
1596,Albertbrücke,Albert von Sachsen,männlich,Dresden,Szczodre,Politiker,1828,1902,lokal,politisch,König,Monarchie,,
1597,Königstraße,August der Starke,männlich,Dresden,Warschau,"Kunstsammler, Politiker",1670,1733,lokal,politisch,König,Monarchie,,
1598,Albertstraße,Albert von Sachsen,männlich,Dresden,Szczodre,Politiker,1828,1902,lokal,politisch,König,Monarchie,,
1599,Antonsplatz,Anton von Sachsen,männlich,Dresden,Pillnitz,"Kunstsammler, Monarch",1755,1836,lokal,politisch,König,Monarchie,,
1613,Friedrich-August-Straße,Friedrich August III.,männlich,Dresden,Szczodre,Monarch,1865,1932,lokal,politisch,König,Monarchie,,
1632,Königsufer,Albert von Sachsen,männlich,Dresden,Szczodre,Politiker,1828,1902,lokal,politisch,König,Monarchie,,
1645,Albertplatz (CB),Albert von Sachsen,männlich,Dresden,Szczodre,Politiker,1828,1902,lokal,politisch,König,Monarchie,,
3214,Georgplatz,Georg von Sachsen,männlich,Dresden,Dresden,König,1832,1904,lokal,politisch,König,Monarchie,,
1304,Theresienstraße,Maria Theresia von Österreich,weiblich,Florenz,Leipzig,Aristokrat,1767,1827,lokal,politisch,König,Monarchie,,
1036,Marienbrücke,Maria Anna von Bayern,weiblich,München,Wachwitz,Monarch,1805,1877,lokal,politisch,König,Monarchie,,
3190,Marienstraße,Maria Anna von Bayern,weiblich,München,Wachwitz,Monarch,1805,1877,,politisch,König,Monarchie,,
1448,Carolabrücke,Carola von Wasa-Holstein-Gottorp,weiblich,Schloss Schönbrunn,Dresden,Philanthrop,1833,1907,lokal,politisch,König,Monarchie,,
1454,Carolaplatz,Carola von Wasa-Holstein-Gottorp,weiblich,Schloss Schönbrunn,Dresden,Philanthrop,1833,1907,lokal,politisch,König,Monarchie,,
882,Oskarstraße,Oskar II.,männlich,Stockholm,Stockholm,Monarch,1829,1907,international,politisch,König,Monarchie,,
1178,Gustav-Adolf-Straße,Gustav II. Adolf,männlich,Stockholmer Schloss,Lützen,Feldherr,1594,1632,regional,politisch,König,Monarchie,,
1629,Karl-Stein-Straße,Karl Stein,männlich,Dresden,Berlin-Plötzensee,Politiker,1902,1942,lokal,politisch,Sonstige,"NS-Widerstand, Sozialismus/Kommunismus",KPD,
1764,Heinz-Steyer-Straße,Heinz Steyer,männlich,Dresden,Amaliada,"Sportler, Widerstandskämpfer",1909,1944,lokal,politisch,Sonstige,"NS-Widerstand, Sozialismus/Kommunismus",KPD,
1209,Gustav-Adolf-Platz,Gustav II. Adolf,männlich,Stockholmer Schloss,Lützen,Feldherr,1594,1632,regional,politisch,König,Monarchie,,
1331,Josephinenstraße,Maria Josepha,weiblich,Wien,Dresden,,1699,1757,lokal,politisch,König,Monarchie,,
1291,Sophienstraße,Sophie von Brandenburg,weiblich,Flecken Zechlin,Schloss Colditz,Politiker,1568,1622,lokal,politisch,Kurfürst,Monarchie,,
1537,Alfred-Althus-Straße,Alfred Althus,männlich,Dresden,Berlin,Politiker,1888,1943,lokal,politisch,Sonstige,"Sozialdemokratie, NS-Widestamd",SPD,
930,Moritzgasse,Moritz von Sachsen,männlich,Freiberg,Sievershausen,Militär,1521,1553,lokal,politisch,Kurfürst,Monarchie,,
1528,Annenstraße,Anna von Dänemark,weiblich,Hadersleben,Dresden,Apotheker,1532,1585,lokal,politisch,Kurfürst,Monarchie,,
1485,Walpurgisstraße,Maria Antonia Walpurgis von Bayern,weiblich,München,Dresden,"Cembalist, Librettist, Opernsänger, Maler, Pianist, Komponist, Schriftsteller",1724,1780,lokal,politisch,Kurfürst,Monarchie,,
920,Hedwigstraße,Hedwig von Dänemark,weiblich,Schloss Frederiksborg,Schloss Lichtenburg,Aristokrat,1581,1641,lokal,politisch,Kurfürst,Monarchie,,
1556,Hanns-Rothbarth-Straße,Hanns Rothbarth,männlich,Dresden,KZ Sachsenhausen,Politiker,1904,1944,lokal,politisch,Sonstige,"Sozialismus/Kommunismus, NS-Widerstand",KPD,
1349,Welzelstraße,Paul Welzel,männlich,Biebersdorf,Lockwitz,"Verleger, Gemeinderat",1864,1921,lokal,politisch,Lokalpolitiker,,,
1837,Alfred-Schrapel-Straße,Alfred Schrapel,männlich,Dresden,Dresden,Politiker,1885,1945,lokal,politisch,Lokalpolitiker,Sozialismus/Kommunismus,KPD,
1541,Fritz-Schreiter-Straße,Fritz Schreiter,männlich,Dresden,Dresden,Politiker,1892,1944,lokal,politisch,Lokalpolitiker,"Sozialismus/Kommunismus, NS-Widerstand",KPD,
1654,Schevenstraße,Katharina Scheven,weiblich,Dresden,Dresden,"Herausgeber, Politiker",1861,1922,lokal,politisch,Lokalpolitiker,,DVP,
1823,Wilhelm-Franke-Straße,Wilhelm Franke,männlich,Saarburg,Dresden,Politiker,1891,1945,lokal,politisch,Lokalpolitiker,"Sozialdemokratie, NS-Widestamd",SPD,
1515,Bertheltstraße,August Berthelt,männlich,Großröhrsdorf,Dresden,"Autor, Schriftsteller",1813,1896,lokal,kulturell,Schriftsteller,,,
1239,Kerstingstraße,Georg Friedrich Kersting,männlich,Güstrow,Meißen,Maler,1785,1847,lokal,kulturell,Bildender Künstler,,,
1243,Corinthstraße,Lovis Corinth,männlich,Gwardeisk,Zandvoort,"Lithograf, Bühnenbildner, Druckgrafiker, Radierer, Zeichner, Hochschullehrer, Maler, Illustrator",1858,1925,national,kulturell,Bildender Künstler,,,
931,Gellertstraße,Christian Fürchtegott Gellert,männlich,Hainichen,Leipzig,"Kirchenlieddichter, Philosoph, Hochschullehrer, Dichter, Schriftsteller",1715,1769,national,kulturell,Schriftsteller,,,
1227,Semperstraße,Gottfried Semper,männlich,Hamburg,Rom,"Hochschullehrer, Kunsthistoriker, Lehrer, Architekt",1803,1879,lokal,kulturell,Architekt,,,
1671,Waldmüllerstraße,Charles Edouard Duboc,männlich,Hamburg,Dresden,"Maler, Schriftsteller",1822,1910,lokal,kulturell,Schriftsteller,,,
1544,Kurt-Beyer-Straße,Kurt Beyer,männlich,Dresden,Dresden,"Hochschullehrer, Ingenieur",1891,1952,lokal,wissenschaftlich,Ingenieur,,,
1502,Geystraße,Leonhard Gey,männlich,Hannover,Dresden,"Historienmaler, Hochschullehrer, Maler",1838,1894,lokal,kulturell,Bildender Künstler,,,
1363,Gustav-Voigt-Straße,Gustav Voigt,männlich,,,Gemeindevorstand,1852,1938,lokal,politisch,Lokalpolitiker,Ehrenbürger,,
1373,Hermann-Tögel-Weg,Hermann Tögel,männlich,Dresden,Dresden,,1901,1986,lokal,wissenschaftlich,Naturwissenschaftler,,,
1532,Lohrmannstraße,Wilhelm Gotthelf Lohrmann,männlich,Dresden,Dresden,"Meteorologe, Kartograf, Astronom",1796,1840,lokal,wissenschaftlich,Naturwissenschaftler,,,
1866,Hauboldstraße,Georg Gottlieb Haubold,männlich,Dresden,Dresden,"Mathematiker, Physiker, Geograph",1714,1772,lokal,wissenschaftlich,Naturwissenschaftler,,,
1877,Michaelisstraße,Johann Gottlieb Michaelis,männlich,Dresden,Dresden,Augenoptiker,1704,1740,lokal,wissenschaftlich,Naturwissenschaftler,,,
1086,Klaus-Groth-Straße,Klaus Groth,männlich,Heide,Kiel,"Literaturhistoriker, Librettist, Hochschullehrer, Germanist, Übersetzer, Dichter, Schriftsteller",1819,1899,national,kulturell,Schriftsteller,Niederdeutsch,,
1641,Peschelstraße,Oscar Peschel,männlich,Dresden,Leipzig,"Anthropologe, Hochschullehrer, Geograph, Schriftsteller",1826,1875,lokal,wissenschaftlich,Sonstige,,,
1836,Heinrich-Beck-Straße,Heinrich Beck,männlich,,Dresden,"Lehrer, Stadtverordneter",1865,1945,lokal,politisch,Lokalpolitiker,Liberalismus,"FVP, DDP",
1870,Hermann-Michel-Straße,August Hermann Michel,männlich,,,,1875,1944,lokal,politisch,Lokalpolitiker,NS-Widerstand,,
1302,Bergerstraße,Johann Carl Berger,männlich,,,Gemeindevorsteher,1818,1891,lokal,politisch,Lokalpolitiker,,,
1238,Trübnerstraße,Wilhelm Trübner,männlich,Heidelberg,Karlsruhe,"Historienmaler, Landschaftsmaler, Genremaler, Hochschullehrer, Maler",1851,1917,national,kulturell,Bildender Künstler,,,
1311,Hartungstraße,Ernst Leberecht Hartung,männlich,,,"Arzt, Gemeinderat",1851,1914,lokal,politisch,Lokalpolitiker,,,
1519,Pöppelmannstraße,Matthäus Daniel Pöppelmann,männlich,Herford,Dresden,"Baumeister, Stadtplaner, Architekt",1662,1736,lokal,kulturell,Architekt,,,
1730,Wilhelm-Rudolph-Straße,Wilhelm Rudolph,männlich,Hilbersdorf,Dresden,"Grafiker, Hochschullehrer, Maler",1889,1982,lokal,kulturell,Bildender Künstler,,,
1340,Franzweg,Max Franz,männlich,,,"Gutsbesitzer, Gemeindevorstand",1860,1916,lokal,politisch,Lokalpolitiker,,,
1346,Pietzschstraße,Julius Pietzsch,männlich,,,"Gutsbesitzer, Gemeinderatsmitglied",,,lokal,politisch,Lokalpolitiker,,,
